index	offset	hex	dec
144	0x0000AB93	0x0040	64
145	0x0000AB94	0x0040	64
146	0x0000AB95	0x0040	64
147	0x0000AB96	0x0040	64
148	0x0000AB97	0x0040	64
149	0x0000AB98	0x0040	64
150	0x0000AB99	0x0040	64
151	0x0000AB9A	0x0040	64
152	0x0000AB9B	0x0040	64
153	0x0000AB9C	0x0040	64
154	0x0000AB9D	0x0040	64
155	0x0000AB9E	0x0040	64
156	0x0000AB9F	0x0040	64
157	0x0000ABA0	0x0040	64
158	0x0000ABA1	0x0040	64
159	0x0000ABA2	0x0040	64
160	0x0000ABA3	0x0040	64
161	0x0000ABA4	0x0040	64
162	0x0000ABA5	0x0040	64
163	0x0000ABA6	0x0040	64
164	0x0000ABA7	0x0040	64
165	0x0000ABA8	0x0040	64
166	0x0000ABA9	0x0040	64
167	0x0000ABAA	0x0040	64
168	0x0000ABAB	0x0040	64
169	0x0000ABAC	0x0040	64
170	0x0000ABAD	0x0040	64
171	0x0000ABAE	0x0040	64
172	0x0000ABAF	0x0040	64
173	0x0000ABB0	0x0040	64
174	0x0000ABB1	0x0040	64
175	0x0000ABB2	0x003F	63
176	0x0000ABB3	0x003F	63
177	0x0000ABB4	0x003E	62
178	0x0000ABB5	0x003E	62
179	0x0000ABB6	0x003D	61
180	0x0000ABB7	0x003D	61
181	0x0000ABB8	0x003D	61
182	0x0000ABB9	0x003D	61
183	0x0000ABBA	0x003C	60
184	0x0000ABBB	0x003C	60
185	0x0000ABBC	0x003C	60
186	0x0000ABBD	0x003C	60
187	0x0000ABBE	0x003C	60
188	0x0000ABBF	0x003C	60
189	0x0000ABC0	0x003B	59
190	0x0000ABC1	0x003B	59
191	0x0000ABC2	0x003B	59
192	0x0000ABC3	0x003B	59
193	0x0000ABC4	0x003B	59
194	0x0000ABC5	0x003B	59
195	0x0000ABC6	0x003B	59
196	0x0000ABC7	0x003B	59
197	0x0000ABC8	0x003A	58
198	0x0000ABC9	0x003A	58
199	0x0000ABCA	0x003A	58
200	0x0000ABCB	0x003A	58
201	0x0000ABCC	0x003A	58
202	0x0000ABCD	0x0039	57
203	0x0000ABCE	0x0039	57
204	0x0000ABCF	0x0039	57
205	0x0000ABD0	0x0039	57
206	0x0000ABD1	0x0038	56
207	0x0000ABD2	0x0038	56
208	0x0000ABD3	0x0038	56
209	0x0000ABD4	0x0038	56
210	0x0000ABD5	0x0038	56
211	0x0000ABD6	0x0038	56
212	0x0000ABD7	0x0037	55
213	0x0000ABD8	0x0037	55
214	0x0000ABD9	0x0037	55
215	0x0000ABDA	0x0037	55
216	0x0000ABDB	0x0037	55
217	0x0000ABDC	0x0037	55
218	0x0000ABDD	0x0036	54
219	0x0000ABDE	0x0036	54
220	0x0000ABDF	0x0036	54
221	0x0000ABE0	0x0036	54
222	0x0000ABE1	0x0036	54
223	0x0000ABE2	0x0036	54
224	0x0000ABE3	0x0035	53
225	0x0000ABE4	0x0035	53
226	0x0000ABE5	0x0035	53
227	0x0000ABE6	0x0035	53
228	0x0000ABE7	0x0035	53
229	0x0000ABE8	0x0035	53
230	0x0000ABE9	0x0034	52
231	0x0000ABEA	0x0034	52
232	0x0000ABEB	0x0034	52
233	0x0000ABEC	0x0034	52
234	0x0000ABED	0x0034	52
235	0x0000ABEE	0x0034	52
236	0x0000ABEF	0x0034	52
237	0x0000ABF0	0x0034	52
238	0x0000ABF1	0x0033	51
239	0x0000ABF2	0x0033	51
240	0x0000ABF3	0x0033	51
241	0x0000ABF4	0x0033	51
242	0x0000ABF5	0x0033	51
243	0x0000ABF6	0x0033	51
244	0x0000ABF7	0x0033	51
245	0x0000ABF8	0x0033	51
246	0x0000ABF9	0x0032	50
247	0x0000ABFA	0x0032	50
248	0x0000ABFB	0x0032	50
249	0x0000ABFC	0x0032	50
250	0x0000ABFD	0x0032	50
251	0x0000ABFE	0x0032	50
252	0x0000ABFF	0x0032	50
253	0x0000AC00	0x0032	50
254	0x0000AC01	0x0032	50
255	0x0000AC02	0x0032	50
256	0x0000AC03	0x0032	50
257	0x0000AC04	0x0032	50
258	0x0000AC05	0x0032	50
259	0x0000AC06	0x0032	50
260	0x0000AC07	0x0033	51
261	0x0000AC08	0x0033	51
262	0x0000AC09	0x0033	51
263	0x0000AC0A	0x0033	51
264	0x0000AC0B	0x0033	51
265	0x0000AC0C	0x0033	51
266	0x0000AC0D	0x0033	51
267	0x0000AC0E	0x0034	52
268	0x0000AC0F	0x0034	52
269	0x0000AC10	0x0034	52
270	0x0000AC11	0x0034	52
271	0x0000AC12	0x0035	53
272	0x0000AC13	0x0035	53
273	0x0000AC14	0x0035	53
274	0x0000AC15	0x0035	53
275	0x0000AC16	0x0036	54
276	0x0000AC17	0x0036	54
277	0x0000AC18	0x0036	54
278	0x0000AC19	0x0036	54
279	0x0000AC1A	0x0037	55
280	0x0000AC1B	0x0037	55
281	0x0000AC1C	0x0038	56
282	0x0000AC1D	0x0038	56
283	0x0000AC1E	0x0038	56
284	0x0000AC1F	0x0039	57
285	0x0000AC20	0x0039	57
286	0x0000AC21	0x003A	58
287	0x0000AC22	0x003A	58
288	0x0000AC23	0x003B	59
289	0x0000AC24	0x003B	59
290	0x0000AC25	0x003B	59
291	0x0000AC26	0x003C	60
292	0x0000AC27	0x003C	60
293	0x0000AC28	0x003C	60
294	0x0000AC29	0x003D	61
295	0x0000AC2A	0x003D	61
296	0x0000AC2B	0x003D	61
297	0x0000AC2C	0x003E	62
298	0x0000AC2D	0x003E	62
299	0x0000AC2E	0x003E	62
300	0x0000AC2F	0x003F	63
301	0x0000AC30	0x003F	63
302	0x0000AC31	0x003F	63
303	0x0000AC32	0x0040	64
304	0x0000AC33	0x0040	64
305	0x0000AC34	0x0040	64
306	0x0000AC35	0x0040	64
307	0x0000AC36	0x0041	65
308	0x0000AC37	0x0041	65
309	0x0000AC38	0x0041	65
310	0x0000AC39	0x0041	65
311	0x0000AC3A	0x0042	66
312	0x0000AC3B	0x0042	66
313	0x0000AC3C	0x0042	66
314	0x0000AC3D	0x0042	66
315	0x0000AC3E	0x0043	67
316	0x0000AC3F	0x0043	67
317	0x0000AC40	0x0043	67
318	0x0000AC41	0x0043	67
319	0x0000AC42	0x0043	67
320	0x0000AC43	0x0044	68
321	0x0000AC44	0x0044	68
322	0x0000AC45	0x0044	68
323	0x0000AC46	0x0044	68
324	0x0000AC47	0x0044	68
325	0x0000AC48	0x0044	68
326	0x0000AC49	0x0044	68
327	0x0000AC4A	0x0045	69
328	0x0000AC4B	0x0045	69
329	0x0000AC4C	0x0045	69
330	0x0000AC4D	0x0045	69
331	0x0000AC4E	0x0045	69
332	0x0000AC4F	0x0045	69
333	0x0000AC50	0x0045	69
334	0x0000AC51	0x0045	69
335	0x0000AC52	0x0046	70
336	0x0000AC53	0x0046	70
337	0x0000AC54	0x0046	70
338	0x0000AC55	0x0046	70
339	0x0000AC56	0x0047	71
340	0x0000AC57	0x0047	71
341	0x0000AC58	0x0047	71
342	0x0000AC59	0x0047	71
343	0x0000AC5A	0x0048	72
344	0x0000AC5B	0x0048	72
345	0x0000AC5C	0x0048	72
346	0x0000AC5D	0x0048	72
347	0x0000AC5E	0x0049	73
348	0x0000AC5F	0x0049	73
349	0x0000AC60	0x0049	73
350	0x0000AC61	0x0049	73
351	0x0000AC62	0x004A	74
352	0x0000AC63	0x004A	74
353	0x0000AC64	0x004A	74
354	0x0000AC65	0x004A	74
355	0x0000AC66	0x004B	75
356	0x0000AC67	0x004B	75
357	0x0000AC68	0x004B	75
358	0x0000AC69	0x004A	74
359	0x0000AC6A	0x004A	74
360	0x0000AC6B	0x004A	74
361	0x0000AC6C	0x004A	74
362	0x0000AC6D	0x004A	74
363	0x0000AC6E	0x004A	74
364	0x0000AC6F	0x004A	74
365	0x0000AC70	0x004A	74
366	0x0000AC71	0x004A	74
367	0x0000AC72	0x004A	74
368	0x0000AC73	0x004A	74
369	0x0000AC74	0x004A	74
370	0x0000AC75	0x004A	74
371	0x0000AC76	0x004A	74
372	0x0000AC77	0x004A	74
373	0x0000AC78	0x004A	74
374	0x0000AC79	0x004A	74
375	0x0000AC7A	0x004A	74
376	0x0000AC7B	0x004A	74
377	0x0000AC7C	0x004A	74
378	0x0000AC7D	0x004A	74
379	0x0000AC7E	0x004A	74
380	0x0000AC7F	0x004A	74
381	0x0000AC80	0x004A	74
382	0x0000AC81	0x004A	74
383	0x0000AC82	0x004A	74
384	0x0000AC83	0x004A	74
385	0x0000AC84	0x004A	74
386	0x0000AC85	0x004A	74
387	0x0000AC86	0x004A	74
388	0x0000AC87	0x004A	74
389	0x0000AC88	0x004B	75
390	0x0000AC89	0x004B	75
391	0x0000AC8A	0x004B	75
392	0x0000AC8B	0x004B	75
393	0x0000AC8C	0x004B	75
394	0x0000AC8D	0x004B	75
395	0x0000AC8E	0x004B	75
396	0x0000AC8F	0x004B	75
397	0x0000AC90	0x004B	75
398	0x0000AC91	0x004B	75
399	0x0000AC92	0x004B	75
400	0x0000AC93	0x004B	75
401	0x0000AC94	0x004B	75
402	0x0000AC95	0x004B	75
403	0x0000AC96	0x004B	75
404	0x0000AC97	0x004B	75
405	0x0000AC98	0x004B	75
406	0x0000AC99	0x004B	75
407	0x0000AC9A	0x004B	75
408	0x0000AC9B	0x004B	75
409	0x0000AC9C	0x004B	75
410	0x0000AC9D	0x004B	75
411	0x0000AC9E	0x004B	75
412	0x0000AC9F	0x004B	75
413	0x0000ACA0	0x004B	75
414	0x0000ACA1	0x004B	75
415	0x0000ACA2	0x004B	75
416	0x0000ACA3	0x004B	75
417	0x0000ACA4	0x004B	75
418	0x0000ACA5	0x004B	75
419	0x0000ACA6	0x004B	75
420	0x0000ACA7	0x004B	75
421	0x0000ACA8	0x004B	75
422	0x0000ACA9	0x004B	75
423	0x0000ACAA	0x004B	75
424	0x0000ACAB	0x004B	75
425	0x0000ACAC	0x004B	75
426	0x0000ACAD	0x004B	75
427	0x0000ACAE	0x004B	75
428	0x0000ACAF	0x004B	75
429	0x0000ACB0	0x004B	75
430	0x0000ACB1	0x004B	75
431	0x0000ACB2	0x004B	75
432	0x0000ACB3	0x004B	75
433	0x0000ACB4	0x004B	75
434	0x0000ACB5	0x004B	75
435	0x0000ACB6	0x004B	75
436	0x0000ACB7	0x004B	75
437	0x0000ACB8	0x004B	75
438	0x0000ACB9	0x004B	75
439	0x0000ACBA	0x004B	75
440	0x0000ACBB	0x004B	75
441	0x0000ACBC	0x004B	75
442	0x0000ACBD	0x004B	75
443	0x0000ACBE	0x004B	75
444	0x0000ACBF	0x004B	75
445	0x0000ACC0	0x004B	75
446	0x0000ACC1	0x004B	75
447	0x0000ACC2	0x004B	75
448	0x0000ACC3	0x004B	75
449	0x0000ACC4	0x004B	75
450	0x0000ACC5	0x004B	75
451	0x0000ACC6	0x004B	75
452	0x0000ACC7	0x004B	75
453	0x0000ACC8	0x004B	75
454	0x0000ACC9	0x004B	75
455	0x0000ACCA	0x004B	75
456	0x0000ACCB	0x004B	75
457	0x0000ACCC	0x004B	75
458	0x0000ACCD	0x004B	75
459	0x0000ACCE	0x004B	75
460	0x0000ACCF	0x004B	75
461	0x0000ACD0	0x004B	75
462	0x0000ACD1	0x004B	75
463	0x0000ACD2	0x004B	75
464	0x0000ACD3	0x004B	75
465	0x0000ACD4	0x004B	75
466	0x0000ACD5	0x004B	75
467	0x0000ACD6	0x004B	75
468	0x0000ACD7	0x004B	75
469	0x0000ACD8	0x004B	75
470	0x0000ACD9	0x004B	75
471	0x0000ACDA	0x004B	75
472	0x0000ACDB	0x004B	75
473	0x0000ACDC	0x004B	75
474	0x0000ACDD	0x004B	75
475	0x0000ACDE	0x004B	75
476	0x0000ACDF	0x004B	75
477	0x0000ACE0	0x004B	75
478	0x0000ACE1	0x004B	75
479	0x0000ACE2	0x004B	75
480	0x0000ACE3	0x004B	75
481	0x0000ACE4	0x004B	75
482	0x0000ACE5	0x004B	75
483	0x0000ACE6	0x004B	75
484	0x0000ACE7	0x004B	75
485	0x0000ACE8	0x004B	75
486	0x0000ACE9	0x004B	75
487	0x0000ACEA	0x004B	75
488	0x0000ACEB	0x004B	75
489	0x0000ACEC	0x004B	75
490	0x0000ACED	0x004B	75
491	0x0000ACEE	0x004B	75
492	0x0000ACEF	0x004B	75
493	0x0000ACF0	0x004B	75
494	0x0000ACF1	0x004B	75
495	0x0000ACF2	0x004B	75
496	0x0000ACF3	0x004B	75
497	0x0000ACF4	0x004B	75
498	0x0000ACF5	0x004B	75
499	0x0000ACF6	0x004B	75
500	0x0000ACF7	0x004B	75
501	0x0000ACF8	0x004B	75
502	0x0000ACF9	0x004B	75
503	0x0000ACFA	0x004B	75
504	0x0000ACFB	0x004B	75
505	0x0000ACFC	0x004B	75
506	0x0000ACFD	0x004B	75
507	0x0000ACFE	0x004B	75
508	0x0000ACFF	0x004B	75
509	0x0000AD00	0x004B	75
510	0x0000AD01	0x004B	75
511	0x0000AD02	0x004B	75
