index	offset	hex	dec
56	0x0000AF21	0x001C	28
57	0x0000AF22	0x001C	28
58	0x0000AF23	0x001D	29
59	0x0000AF24	0x001D	29
60	0x0000AF25	0x001E	30
61	0x0000AF26	0x001E	30
62	0x0000AF27	0x001E	30
63	0x0000AF28	0x001E	30
64	0x0000AF29	0x001E	30
65	0x0000AF2A	0x001E	30
66	0x0000AF2B	0x001E	30
67	0x0000AF2C	0x001E	30
68	0x0000AF2D	0x001E	30
69	0x0000AF2E	0x001F	31
70	0x0000AF2F	0x001F	31
71	0x0000AF30	0x0020	32
72	0x0000AF31	0x0020	32
73	0x0000AF32	0x0020	32
74	0x0000AF33	0x0021	33
75	0x0000AF34	0x0021	33
76	0x0000AF35	0x0021	33
77	0x0000AF36	0x0021	33
78	0x0000AF37	0x0022	34
79	0x0000AF38	0x0022	34
80	0x0000AF39	0x0022	34
81	0x0000AF3A	0x0022	34
82	0x0000AF3B	0x0023	35
83	0x0000AF3C	0x0023	35
84	0x0000AF3D	0x0024	36
85	0x0000AF3E	0x0024	36
86	0x0000AF3F	0x0025	37
87	0x0000AF40	0x0025	37
88	0x0000AF41	0x0026	38
89	0x0000AF42	0x0027	39
90	0x0000AF43	0x0027	39
91	0x0000AF44	0x0028	40
92	0x0000AF45	0x0029	41
93	0x0000AF46	0x0029	41
94	0x0000AF47	0x002A	42
95	0x0000AF48	0x002A	42
96	0x0000AF49	0x002B	43
97	0x0000AF4A	0x002B	43
98	0x0000AF4B	0x002B	43
99	0x0000AF4C	0x002C	44
100	0x0000AF4D	0x002C	44
101	0x0000AF4E	0x002C	44
102	0x0000AF4F	0x002D	45
103	0x0000AF50	0x002D	45
104	0x0000AF51	0x002E	46
105	0x0000AF52	0x002E	46
106	0x0000AF53	0x002F	47
107	0x0000AF54	0x002F	47
108	0x0000AF55	0x002F	47
109	0x0000AF56	0x002F	47
110	0x0000AF57	0x002F	47
111	0x0000AF58	0x0030	48
112	0x0000AF59	0x0030	48
113	0x0000AF5A	0x0031	49
114	0x0000AF5B	0x0031	49
115	0x0000AF5C	0x0032	50
116	0x0000AF5D	0x0032	50
117	0x0000AF5E	0x0033	51
118	0x0000AF5F	0x0033	51
119	0x0000AF60	0x0034	52
120	0x0000AF61	0x0034	52
121	0x0000AF62	0x0035	53
122	0x0000AF63	0x0035	53
123	0x0000AF64	0x0036	54
124	0x0000AF65	0x0037	55
125	0x0000AF66	0x0038	56
126	0x0000AF67	0x0039	57
127	0x0000AF68	0x0039	57
128	0x0000AF69	0x003A	58
129	0x0000AF6A	0x003B	59
130	0x0000AF6B	0x003B	59
131	0x0000AF6C	0x003B	59
132	0x0000AF6D	0x003B	59
133	0x0000AF6E	0x003B	59
134	0x0000AF6F	0x003B	59
135	0x0000AF70	0x003B	59
136	0x0000AF71	0x003B	59
137	0x0000AF72	0x003B	59
138	0x0000AF73	0x003B	59
139	0x0000AF74	0x003B	59
140	0x0000AF75	0x003B	59
141	0x0000AF76	0x003B	59
142	0x0000AF77	0x003B	59
143	0x0000AF78	0x003A	58
144	0x0000AF79	0x003A	58
145	0x0000AF7A	0x0039	57
146	0x0000AF7B	0x0039	57
147	0x0000AF7C	0x0038	56
148	0x0000AF7D	0x0038	56
149	0x0000AF7E	0x0037	55
150	0x0000AF7F	0x0037	55
151	0x0000AF80	0x0036	54
152	0x0000AF81	0x0036	54
153	0x0000AF82	0x0035	53
154	0x0000AF83	0x0035	53
155	0x0000AF84	0x0034	52
156	0x0000AF85	0x0034	52
157	0x0000AF86	0x0033	51
158	0x0000AF87	0x0033	51
159	0x0000AF88	0x0033	51
160	0x0000AF89	0x0032	50
161	0x0000AF8A	0x0032	50
162	0x0000AF8B	0x0032	50
163	0x0000AF8C	0x0031	49
164	0x0000AF8D	0x0031	49
165	0x0000AF8E	0x0030	48
166	0x0000AF8F	0x0030	48
167	0x0000AF90	0x002F	47
168	0x0000AF91	0x002F	47
169	0x0000AF92	0x002E	46
170	0x0000AF93	0x002E	46
171	0x0000AF94	0x002D	45
172	0x0000AF95	0x002C	44
173	0x0000AF96	0x002B	43
174	0x0000AF97	0x002A	42
175	0x0000AF98	0x0029	41
176	0x0000AF99	0x0028	40
177	0x0000AF9A	0x0027	39
178	0x0000AF9B	0x0026	38
179	0x0000AF9C	0x0025	37
180	0x0000AF9D	0x0024	36
181	0x0000AF9E	0x0023	35
182	0x0000AF9F	0x0022	34
183	0x0000AFA0	0x0022	34
184	0x0000AFA1	0x0022	34
185	0x0000AFA2	0x0021	33
186	0x0000AFA3	0x0021	33
187	0x0000AFA4	0x0021	33
188	0x0000AFA5	0x0020	32
189	0x0000AFA6	0x0020	32
190	0x0000AFA7	0x001F	31
191	0x0000AFA8	0x001F	31
192	0x0000AFA9	0x001F	31
193	0x0000AFAA	0x001E	30
194	0x0000AFAB	0x001E	30
195	0x0000AFAC	0x001E	30
196	0x0000AFAD	0x001D	29
197	0x0000AFAE	0x001D	29
198	0x0000AFAF	0x001C	28
199	0x0000AFB0	0x001C	28
200	0x0000AFB1	0x001B	27
201	0x0000AFB2	0x001B	27
202	0x0000AFB3	0x001B	27
203	0x0000AFB4	0x001B	27
204	0x0000AFB5	0x001C	28
205	0x0000AFB6	0x001C	28
206	0x0000AFB7	0x001C	28
207	0x0000AFB8	0x001C	28
208	0x0000AFB9	0x001C	28
209	0x0000AFBA	0x001C	28
210	0x0000AFBB	0x001C	28
211	0x0000AFBC	0x001C	28
212	0x0000AFBD	0x001C	28
213	0x0000AFBE	0x001C	28
214	0x0000AFBF	0x001C	28
215	0x0000AFC0	0x001C	28
216	0x0000AFC1	0x001C	28
217	0x0000AFC2	0x001B	27
218	0x0000AFC3	0x001B	27
219	0x0000AFC4	0x001A	26
220	0x0000AFC5	0x001A	26
221	0x0000AFC6	0x001A	26
222	0x0000AFC7	0x001A	26
223	0x0000AFC8	0x001A	26
224	0x0000AFC9	0x001A	26
225	0x0000AFCA	0x001A	26
226	0x0000AFCB	0x001A	26
227	0x0000AFCC	0x001A	26
228	0x0000AFCD	0x001A	26
229	0x0000AFCE	0x001A	26
230	0x0000AFCF	0x001A	26
231	0x0000AFD0	0x001A	26
232	0x0000AFD1	0x001A	26
233	0x0000AFD2	0x001A	26
234	0x0000AFD3	0x001A	26
235	0x0000AFD4	0x001A	26
236	0x0000AFD5	0x001A	26
237	0x0000AFD6	0x001A	26
238	0x0000AFD7	0x001A	26
239	0x0000AFD8	0x001A	26
240	0x0000AFD9	0x001A	26
241	0x0000AFDA	0x001A	26
242	0x0000AFDB	0x001A	26
243	0x0000AFDC	0x001A	26
244	0x0000AFDD	0x001A	26
245	0x0000AFDE	0x001A	26
246	0x0000AFDF	0x001A	26
247	0x0000AFE0	0x001A	26
248	0x0000AFE1	0x001A	26
249	0x0000AFE2	0x001A	26
250	0x0000AFE3	0x001A	26
251	0x0000AFE4	0x001A	26
252	0x0000AFE5	0x001A	26
253	0x0000AFE6	0x001A	26
254	0x0000AFE7	0x001A	26
255	0x0000AFE8	0x001A	26
256	0x0000AFE9	0x001A	26
257	0x0000AFEA	0x001A	26
258	0x0000AFEB	0x001A	26
259	0x0000AFEC	0x001A	26
260	0x0000AFED	0x001A	26
261	0x0000AFEE	0x001B	27
262	0x0000AFEF	0x001B	27
263	0x0000AFF0	0x001B	27
264	0x0000AFF1	0x001B	27
265	0x0000AFF2	0x001C	28
266	0x0000AFF3	0x001C	28
267	0x0000AFF4	0x001C	28
268	0x0000AFF5	0x001D	29
269	0x0000AFF6	0x001D	29
270	0x0000AFF7	0x001E	30
271	0x0000AFF8	0x001E	30
272	0x0000AFF9	0x001F	31
273	0x0000AFFA	0x001F	31
274	0x0000AFFB	0x001F	31
275	0x0000AFFC	0x001F	31
276	0x0000AFFD	0x0020	32
277	0x0000AFFE	0x0020	32
278	0x0000AFFF	0x0020	32
279	0x0000B000	0x001F	31
280	0x0000B001	0x001F	31
281	0x0000B002	0x001F	31
282	0x0000B003	0x001F	31
283	0x0000B004	0x001F	31
284	0x0000B005	0x001F	31
285	0x0000B006	0x001F	31
286	0x0000B007	0x001F	31
287	0x0000B008	0x001E	30
288	0x0000B009	0x001E	30
289	0x0000B00A	0x001E	30
290	0x0000B00B	0x001E	30
291	0x0000B00C	0x001D	29
292	0x0000B00D	0x001D	29
293	0x0000B00E	0x001C	28
294	0x0000B00F	0x001C	28
295	0x0000B010	0x001C	28
296	0x0000B011	0x001C	28
297	0x0000B012	0x001B	27
298	0x0000B013	0x001B	27
299	0x0000B014	0x001B	27
300	0x0000B015	0x001B	27
301	0x0000B016	0x001A	26
302	0x0000B017	0x001A	26
303	0x0000B018	0x001A	26
304	0x0000B019	0x001A	26
305	0x0000B01A	0x001A	26
306	0x0000B01B	0x001A	26
307	0x0000B01C	0x001A	26
308	0x0000B01D	0x001A	26
309	0x0000B01E	0x001A	26
310	0x0000B01F	0x001A	26
311	0x0000B020	0x001A	26
312	0x0000B021	0x001A	26
313	0x0000B022	0x001A	26
314	0x0000B023	0x001A	26
315	0x0000B024	0x001A	26
316	0x0000B025	0x001A	26
317	0x0000B026	0x001B	27
318	0x0000B027	0x001B	27
319	0x0000B028	0x001B	27
320	0x0000B029	0x001B	27
321	0x0000B02A	0x001B	27
322	0x0000B02B	0x001B	27
323	0x0000B02C	0x001B	27
324	0x0000B02D	0x001A	26
325	0x0000B02E	0x001A	26
326	0x0000B02F	0x001A	26
327	0x0000B030	0x001A	26
328	0x0000B031	0x001A	26
329	0x0000B032	0x001A	26
330	0x0000B033	0x001A	26
331	0x0000B034	0x001A	26
332	0x0000B035	0x001A	26
333	0x0000B036	0x001A	26
334	0x0000B037	0x001A	26
335	0x0000B038	0x001A	26
336	0x0000B039	0x001B	27
337	0x0000B03A	0x001B	27
338	0x0000B03B	0x001C	28
339	0x0000B03C	0x001C	28
340	0x0000B03D	0x001D	29
341	0x0000B03E	0x001D	29
342	0x0000B03F	0x001D	29
343	0x0000B040	0x001D	29
344	0x0000B041	0x001D	29
345	0x0000B042	0x001C	28
346	0x0000B043	0x001C	28
347	0x0000B044	0x001C	28
348	0x0000B045	0x001C	28
349	0x0000B046	0x001B	27
350	0x0000B047	0x001B	27
351	0x0000B048	0x001B	27
352	0x0000B049	0x001B	27
353	0x0000B04A	0x001A	26
354	0x0000B04B	0x001A	26
355	0x0000B04C	0x001A	26
356	0x0000B04D	0x001A	26
357	0x0000B04E	0x001A	26
358	0x0000B04F	0x001A	26
359	0x0000B050	0x001A	26
360	0x0000B051	0x001A	26
361	0x0000B052	0x001A	26
362	0x0000B053	0x001A	26
363	0x0000B054	0x001A	26
364	0x0000B055	0x001A	26
365	0x0000B056	0x001A	26
366	0x0000B057	0x001A	26
367	0x0000B058	0x001A	26
368	0x0000B059	0x001A	26
369	0x0000B05A	0x001A	26
370	0x0000B05B	0x001A	26
371	0x0000B05C	0x001A	26
372	0x0000B05D	0x001A	26
373	0x0000B05E	0x001A	26
374	0x0000B05F	0x001A	26
375	0x0000B060	0x001A	26
376	0x0000B061	0x001A	26
377	0x0000B062	0x001A	26
378	0x0000B063	0x001B	27
379	0x0000B064	0x001B	27
380	0x0000B065	0x001B	27
381	0x0000B066	0x001B	27
382	0x0000B067	0x001B	27
383	0x0000B068	0x001B	27
384	0x0000B069	0x001B	27
385	0x0000B06A	0x001B	27
386	0x0000B06B	0x001B	27
387	0x0000B06C	0x001B	27
388	0x0000B06D	0x001B	27
389	0x0000B06E	0x001B	27
